Look Number,Designer,Season,Gender Presentation,Garments,Accessories,Silhouette,Style Keywords,Notes
1,Martin Grant,Fall 2017,Feminine,"Navy cape, flared pants",Wide-brim hat,"A-line, flowing","Elegant, classic","Rich texture, monochrome"
2,Martin Grant,Fall 2017,Feminine,"Striped blouse, wide-leg pants",Wide belt,"Hourglass, structured","Chic, sophisticated","Puffed sleeves, high waist"
3,Martin Grant,Fall 2017,Feminine,Navy coat,Wide-brim hat,"Long, tailored","Timeless, refined","Belted waist, sleek lines"
1,Martin Grant,Fall 2017,Feminine,"Cream sweater, black pants",Black scarf,"Relaxed, elongated","Chic, elegant","Contrasting textures, flowing scarf"
2,Martin Grant,Fall 2017,Feminine,"Striped shirt, black pants, tan coat",Black scarf,"Tailored, structured","Sophisticated, classic","Layered outerwear, subtle stripes"
3,Martin Grant,Fall 2017,Feminine,"Striped dress, black pants",Black wide belt,"Layered, loose","Modern, eclectic","Belted waist, mix of patterns"
1,Martin Grant,Fall 2017,Feminine,"Navy jumpsuit, striped shirt",Black leather belt,"Wide-leg, tailored","Chic, sophisticated",Layered with a statement belt
2,Martin Grant,Fall 2017,Feminine,"Cream blazer, black turtleneck, cream wide-leg trousers",Black wide-brim hat,"Oversized, structured","Elegant, classic",Monochrome with a bold accessory
3,Martin Grant,Fall 2017,Feminine,"White blouse, navy midi skirt",,"A-line, flowy","Refined, graceful",Soft textures with a cinched waist
1,Martin Grant,Fall 2007,Feminine,White coat,Black heels,"A-line, tailored","Chic, minimalist",Classic design with button details
2,Martin Grant,Fall 2007,Feminine,"Gray belted vest dress, black turtleneck","Black tights, black heels","Fitted, layered","Sophisticated, modern",Layered look with a structured vest
3,Martin Grant,Fall 2007,Feminine,"Gray cropped jacket, black turtleneck, wide-leg pants",None,"Voluminous, relaxed","Elegant, contemporary",Contrasting textures with a focus on volume
1,Martin Grant,Fall 2007,Feminine,"White turtleneck, gray skirt","Chunky chain necklace, black ring","Fitted top, A-line skirt","Chic, modern",Monochrome palette with statement necklace
2,Martin Grant,Fall 2007,Feminine,"Houndstooth jacket, white wide-leg pants",None,"Boxy jacket, wide-leg pants","Classic, elegant",Contrasting textures with structured silhouette
3,Martin Grant,Fall 2007,Feminine,"Gray belted coat, black tights",None,A-line coat,"Sophisticated, timeless",Fur collar detail adds texture
1,Martin Grant,Fall 2007,Feminine,"Gray turtleneck, gray wide-leg trousers, fur stole",None,"Relaxed, voluminous","Elegant, sophisticated","Textured fur, monochrome palette"
2,Martin Grant,Fall 2007,Feminine,"Striped buttoned dress, black turtleneck",Black belt,"Fitted, straight","Chic, modern","Layered look, structured dress"
3,Martin Grant,Fall 2007,Feminine,"Purple cape, gray turtleneck, black skinny pants",None,"Boxy, streamlined","Bold, contemporary","Vibrant color, sleek lines"
