Look Number,Designer,Season,Gender Presentation,Garments,Accessories,Silhouette,Style Keywords,Notes
1,A Détacher,Fall 2015,Feminine,"Green coat, printed dress",None visible,"Loose, oversized","Eclectic, artistic","Textured fabric, unique hairstyle"
2,A Détacher,Fall 2015,Feminine,"Brown coat, white blouse, beige skirt",None visible,"Relaxed, layered","Casual, cozy","Textured knit, layered look"
3,A Détacher,Fall 2015,Feminine,"Brown vest, white dress",Brown belt,"Layered, cinched","Minimalist, structured","Belted waist, textured knit"
1,A Détacher,Fall 2015,Feminine,"Brown textured coat, printed skirt","Thin belt, gold necklaces","Relaxed, layered","Eclectic, artistic","Voluminous hairstyle, mixed textures"
2,A Détacher,Fall 2015,Feminine,"White blouse, black jacket, cream knit shorts",None visible,"Structured, layered","Classic, cozy","Intricate knit, oversized hair"
3,A Détacher,Fall 2015,Feminine,"White blouse, brown knit skirt","Leopard print clutch, leather bracelets","Relaxed, layered","Casual, chic","Textured knit, bold accessories"
1,A Détacher,Spring 2013,Feminine,Orange short-sleeve dress,Red and black sandals,"Loose, gathered","Casual, bold",Knot detail at hem
2,A Détacher,Spring 2013,Feminine,Navy long-sleeve dress,"Orange and navy sandals, clutch","Loose, gathered","Minimalist, elegant",Knot detail at waist
3,A Détacher,Spring 2013,Feminine,Orange halter dress,Red and black sandals,"Loose, gathered","Casual, bold",Knot detail at waist
1,A Détacher,Spring 2013,Feminine,"Tan knotted top, gray skirt",Blue and orange sandals,"Relaxed, draped","Casual, modern",Asymmetrical knot detail
2,A Détacher,Spring 2013,Feminine,Tan jumpsuit,Orange sandals,"Loose, relaxed","Minimalist, utilitarian","Deep V-neck, pockets"
3,A Détacher,Spring 2013,Feminine,Brown knitted dress,Orange sandals,"Fitted, textured","Cozy, chic",Cable knit pattern
1,A Détacher,Spring 2013,Feminine,"Black textured top, black leather shorts",Black open-toe shoes,"Structured top, voluminous shorts","Textured, monochrome","Puffed sleeves, deep V-neck"
2,A Détacher,Spring 2013,Feminine,"Brown knit top, orange shorts",Brown platform sandals,"Fitted top, voluminous shorts","Textured, vibrant",Pom-pom details on top
3,A Détacher,Spring 2013,Feminine,"Beige cable-knit cardigan, printed shorts","Silver belt, silver sandals","Layered, relaxed fit","Textured, casual","Belted waist, nature print on shorts"
