Look Number,Designer,Season,Gender Presentation,Garments,Accessories,Silhouette,Style Keywords,Notes
1,Maje,Spring 2022,Feminine,"Denim vest, denim jeans, crochet bikini top","Crochet bag, earrings","Fitted, casual","Bohemian, casual","Denim on denim, crochet details"
2,Maje,Spring 2022,Feminine,Yellow crochet dress,Belt,"Fitted, flared sleeves","Bohemian, textured","Fringe details, crochet pattern"
3,Maje,Spring 2022,Feminine,"Crochet cardigan, crochet bikini top, denim shorts",Crochet hat,"Relaxed, casual","Bohemian, summer","Crochet pattern, scalloped shorts hem"
1,Maje,Spring 2022,Feminine,"Crochet crop top, crochet bikini bottom","Crochet bucket hat, crochet bag, hoop earrings",Fitted,"Bohemian, retro",Orange and white crochet pattern
2,Maje,Spring 2022,Feminine,"Floral bodysuit, floral shorts","Chain belt, crochet bag, heart earrings",Fitted,"Playful, vibrant",Pink and orange floral print
3,Maje,Spring 2022,Feminine,"Floral crop top, floral shorts","Crochet headscarf, floral earrings",Fitted,"Vintage, floral",Multicolored floral pattern with crochet details
1,Maje,Spring 2022,Feminine,"Floral print tie-front blouse, floral print pants",Black platform sandals,"Fitted, flared","Bohemian, retro","Bold floral pattern, coordinated set"
2,Maje,Spring 2022,Feminine,Floral print dress,Pink heart earrings,A-line,"Romantic, vintage","Soft colors, cut-out detail"
3,Maje,Spring 2022,Feminine,"Orange puff-sleeve blouse, floral print pants",Beige sandals,"Relaxed, flared","Casual, vibrant","Contrasting colors, playful mix"
1,Maje,Spring 2022,Feminine,"Sheer floral dress, lace bralette",Gold pendant necklace,"Flowy, layered","Romantic, bohemian","Pastel colors, ruffled layers"
2,Maje,Spring 2022,Feminine,Pink floral dress,"Patterned headscarf, heart earrings","Flowy, relaxed","Vintage, bohemian","Sheer fabric, floral print"
3,Maje,Spring 2022,Feminine,Strapless embroidered mini dress,Gold pendant necklace,"Fitted, flared","Playful, modern","Bold embroidery, floral motifs"
1,Maje,Spring 2022,Feminine,"Striped crochet top, matching shorts","Heart-shaped earrings, crochet drawstring bag","Fitted, waist-cinched","Playful, retro","Colorful stripes, crochet texture"
2,Maje,Spring 2022,Feminine,Open-back crochet dress,Woven basket bag,"A-line, open-back","Bohemian, elegant","Floral crochet pattern, wooden clogs"
3,Maje,Spring 2022,Feminine,Cut-out lace dress,Fringed suede bag,Fit-and-flare,"Romantic, vintage","Intricate cut-outs, puff sleeves"
1,Maje,Spring 2022,Feminine,Floral print mini dress with lace collar,Black platform sandals,"A-line, flared","Playful, vintage-inspired","Puff sleeves, delicate lace details"
2,Maje,Spring 2022,Feminine,"Pink blazer, patterned knit top",Striped crochet bucket hat,"Tailored, relaxed","Colorful, eclectic","Bold color blocking, casual yet chic"
3,Maje,Spring 2022,Feminine,Pink and gradient maxi dress,"Patterned headscarf, embellished sandals","Flowy, asymmetrical","Bohemian, romantic","Soft ombre effect, relaxed fit"
1,Maje,Spring 2022,Feminine,"Pink crochet dress, pink oversized shirt","Pink bucket hat, pink crochet bag, black sandals","Relaxed, playful","Casual, youthful","Mix of textures, monochrome pink"
2,Maje,Spring 2022,Feminine,"Pink sleeveless top, pink wide-leg pants","Pink crochet bag, pink sandals","Straight, relaxed","Chic, minimalist","Soft pink palette, textured fabric"
3,Maje,Spring 2022,Feminine,Orange floral maxi dress,"Orange crochet bag, black sandals","Flowy, elegant","Bohemian, romantic","Bold floral print, warm tones"
1,Maje,Spring 2022,Feminine,"Striped crochet top, cream satin skirt",Brown clogs,"Fitted, relaxed","Casual, bohemian","Textured knit, soft colors"
2,Maje,Spring 2022,Feminine,Black cutout dress,"Woven straw bag, black clogs","Asymmetrical, fitted","Chic, modern","Cutout detail, ruffle accent"
3,Maje,Spring 2022,Feminine,"Striped cardigan, crochet bralette, white wide-leg pants",Beige clogs,"Layered, relaxed","Bohemian, casual","Textured layers, earthy tones"
1,Maje,Spring 2022,Feminine,Patterned dress,"White shoulder bag, hoop earrings","Relaxed, cinched waist","Playful, vibrant","Geometric print, balloon sleeves"
2,Maje,Spring 2022,Feminine,Floral dress with lace details,"Woven bag, heart necklace","A-line, loose","Romantic, vintage-inspired","Lace accents, soft florals"
3,Maje,Spring 2022,Feminine,"Striped crochet top, green drawstring pants","Floral bucket hat, pink sandals","Casual, relaxed fit","Sporty, eclectic","Mix of textures, bold colors"
1,Maje,Spring 2022,Feminine,"Green tweed crop top, matching shorts",Green crossbody bag,"Fitted, cropped","Casual, chic","Textured fabric, button details"
2,Maje,Spring 2022,Feminine,Patterned sequin dress,"Floral clutch, gold necklace","Flowy, A-line","Bohemian, elegant","Intricate patterns, deep V-neckline"
