Look Number,Designer,Season,Gender Presentation,Garments,Accessories,Silhouette,Style Keywords,Notes
1,Naeem Khan,Fall 2024,Feminine,"Red cropped feathered top, red high-waisted trousers",,"Structured, voluminous","Bold, textured","Feather detailing, monochrome"
2,Naeem Khan,Fall 2024,Feminine,Black and pink floral gown with sheer elements,,"Flowy, dramatic","Floral, sheer",Long sleeves with flowing extensions
3,Naeem Khan,Fall 2024,Feminine,Purple off-the-shoulder gown with high slit,Silver strappy heels,"Fitted, elegant","Sophisticated, glamorous","Draped bodice, high slit"
1,Naeem Khan,Fall 2024,Feminine,Red sequined gown with deep V-neck and high slit,,"Fitted, dramatic","Glamorous, elegant","Strong shoulders, shimmering fabric"
2,Naeem Khan,Fall 2024,Feminine,Red ball gown with feathered embellishments,,"Voluminous, structured","Dramatic, couture","One-shoulder design, textured details"
3,Naeem Khan,Fall 2024,Feminine,Sequined jumpsuit with high neck,Black heels,"Relaxed, fluid","Disco, retro","Chevron pattern, vibrant colors"
1,Naeem Khan,Fall 2024,Feminine,Purple gown with feathered cape,None visible,"Flowing, elegant","Glamorous, sophisticated",Feather detailing on shoulders
2,Naeem Khan,Fall 2024,Feminine,Sequined gown with long sleeves,Small hoop earrings,"Form-fitting, structured","Dramatic, sparkling",Diagonal sequin pattern
3,Naeem Khan,Fall 2024,Feminine,Sheer purple gown with cut-out neckline,None visible,"Body-hugging, sleek","Bold, daring",Sheer fabric with subtle sparkle
1,Naeem Khan,Spring 2022,Feminine,"Colorful printed cape blouse, printed pants","Pink floral headpiece, pink heels","Flowy, fitted","Vibrant, tropical","Bold sea life print, coordinated set"
2,Naeem Khan,Spring 2022,Feminine,"Printed crop top, printed pants","Pearl necklace, pink floral headpiece, pink heels",Fitted,"Vibrant, tropical","Matching set, bold sea life print"
3,Naeem Khan,Spring 2022,Feminine,"Printed jacket, printed shorts, sheer top","Red floral headpiece, strappy heels","Structured, tailored","Vibrant, tropical","Bold sea life print, sheer detailing"
1,Naeem Khan,Spring 2022,Feminine,Halter neck gown with sea life print,"Red floral headpiece, drop earrings","Fitted, floor-length","Vibrant, tropical",Features colorful sea life motifs
2,Naeem Khan,Spring 2022,Feminine,Kaftan with sea life print,"Red floral headpiece, drop earrings","Loose, flowing","Vibrant, tropical",Bold sea life and floral patterns
3,Naeem Khan,Spring 2022,Feminine,Halter neck gown with sea life print,"Red floral headpiece, drop earrings","Fitted, floor-length","Vibrant, tropical",Bright orange base with sea life motifs
1,Naeem Khan,Spring 2022,Feminine,Orange printed kaftan,Red earrings,"Flowy, loose","Vibrant, tropical","Sea life motifs, bold colors"
2,Naeem Khan,Spring 2022,Feminine,Floral print gown,"Red flower hair accessory, earrings","Fitted, elegant","Romantic, floral","Delicate straps, floral pattern"
3,Naeem Khan,Spring 2022,Feminine,Red floral print coat,"Red flower hair accessory, earrings","Structured, dramatic","Bold, statement","Contrasting stripes, voluminous sleeves"
