Look Number,Designer,Season,Gender Presentation,Garments,Accessories,Silhouette,Style Keywords,Notes
1,Norma Kamali,Fall 2017,Feminine,"Black tank top, geometric patterned wide-leg pants, geometric patterned cardigan",Black platform boots,"Flowy, relaxed","Graphic, modern","Geometric patterns, layered look"
2,Norma Kamali,Fall 2017,Feminine,"Silver sequin dress, gray oversized coat",Silver heels,"A-line, voluminous","Glamorous, bold","Sequins, oversized outerwear"
3,Norma Kamali,Fall 2017,Feminine,"Geometric patterned suit, wide-leg pants",Black platform boots,"Structured, oversized","Graphic, contemporary","Matching patterns, bold lines"
1,Norma Kamali,Fall 2017,Feminine,"Gray oversized coat, sequined skirt",Gray high heels,"Voluminous, layered","Avant-garde, eclectic",Mix of textures with oversized silhouette
2,Norma Kamali,Fall 2017,Feminine,Black and white checkered dress,"Gray headwrap, gray gloves, black boots","Fitted, knee-length","Graphic, playful",Checkered pattern with matching accessories
3,Norma Kamali,Fall 2017,Feminine,"Black jumpsuit, studded mini dress","Studded gloves, clear heels","Sleek, body-conscious","Edgy, modern",Contrast of sleek black with metallic studs
1,Norma Kamali,Fall 2017,Feminine,"Plaid dress with asymmetrical hem, long sleeves",Gray turban hat,"Flowy, layered","Plaid, graphic","Contrasting patterns, bold prints"
2,Norma Kamali,Fall 2017,Feminine,"Floral print dress, long sleeves, leggings",,"A-line, fitted","Floral, monochrome","Large floral patterns, coordinated set"
3,Norma Kamali,Fall 2017,Feminine,"Pinstripe suit, wide-leg pants, structured blazer",Gray turban hat,"Tailored, oversized","Pinstripe, business","Strong shoulders, oversized hat"
1,Norma Kamali,Fall 2014,Androgynous,"Black shearling coat with white lining, black high-top sneakers",None,"Long, oversized","Graphic, bold",Contrasting white stitching
2,Norma Kamali,Fall 2014,Androgynous,"Black shearling vest with white lining, black turtleneck, black pants, black high-top sneakers",None,Fitted,"Layered, casual",Contrasting white stitching
3,Norma Kamali,Fall 2014,Androgynous,"Black shearling coat with white lining, black turtleneck, black pants, black high-top sneakers",None,"Long, oversized","Graphic, bold","Contrasting white stitching, layered look"
1,Norma Kamali,Fall 2014,Feminine,"Black shearling jacket, black turtleneck, black leggings",Black lace-up boots,"Slim, fitted","Casual, modern","Contrast trim, cozy texture"
2,Norma Kamali,Fall 2014,Feminine,"Black shearling coat, black turtleneck, black leggings",Black lace-up boots,"Slim, fitted","Casual, modern","Longline coat, contrast trim"
3,Norma Kamali,Fall 2014,Feminine,"Gray quilted jacket, gray flared skirt",Black sneakers,"Fitted, flared","Sporty, chic","Quilted texture, casual elegance"
1,Norma Kamali,Fall 2014,Feminine,"Black turtleneck, black mermaid skirt",None,"Fitted, flared","Elegant, monochrome",Minimalist design with a dramatic skirt
2,Norma Kamali,Fall 2014,Feminine,"Gray and black color-block sweater, black and gray pants",Black lace-up boots,"Slim, casual","Sporty, modern",Color-blocking with a casual vibe
3,Norma Kamali,Fall 2014,Feminine,"Black turtleneck, gray harem pants",Black sneakers,"Relaxed, voluminous","Casual, contemporary",Comfort-focused with a modern twist
