Look Number,Designer,Season,Gender Presentation,Garments,Accessories,Silhouette,Style Keywords,Notes
1,Tanya Taylor,Fall 2024,Feminine,"Polka dot off-shoulder top, gray wide-leg trousers",,"Loose, flowing","Playful, elegant","Off-shoulder design, polka dot pattern"
2,Tanya Taylor,Fall 2024,Feminine,"Black coat with embroidery, tan knit sweater",Black boots,"Long, structured","Chic, modern",Floral embroidery on coat
3,Tanya Taylor,Fall 2024,Feminine,"Tan coat, gray turtleneck sweater, plaid skirt",Black shoes,"Layered, cozy","Casual, stylish","Textured knit, plaid pattern"
1,Tanya Taylor,Fall 2024,Feminine,"Strapless plaid top with floral embellishments, black pleated skirt",,"Fitted bodice, flowing skirt","Elegant, evening wear",Intricate floral details on top
2,Tanya Taylor,Fall 2024,Feminine,"Brown suede coat, denim shirt, blue skirt","Striped scarf, brown clutch","Layered, oversized","Casual, layered",Mix of textures and patterns
3,Tanya Taylor,Fall 2024,Feminine,Light blue slip dress,,"Slim, flowing","Minimalist, chic",Simple and elegant design
1,Tanya Taylor,Fall 2024,Feminine,"Brown shearling vest, denim shirt, white boots",,"Layered, oversized","Casual, textured",Playful use of shearling with denim
2,Tanya Taylor,Fall 2024,Feminine,"Chunky knit turtleneck sweater, gray skirt",Black boots,"A-line, voluminous","Cozy, elegant",Textured knit with a sleek skirt
3,Tanya Taylor,Fall 2024,Feminine,"Green sequin top, brown satin skirt",Pearl earrings,"Flowy, asymmetrical","Glamorous, eclectic",Mix of textures with sequins and satin
1,Tanya Taylor,Fall 2023,Feminine,"Gray oversized sweater, metallic fringe skirt","Mint green gloves, black platform boots","Oversized, layered","Eclectic, textured",Mix of cozy and glam elements
2,Tanya Taylor,Fall 2023,Feminine,"Plaid blazer, cream skirt, feathered top","Brown leather gloves, sunglasses","Tailored, layered","Chic, sophisticated",Contrasting textures with feathers and plaid
3,Tanya Taylor,Fall 2023,Feminine,"White blouse, black corset, plaid skirt","Brown leather gloves, white boots","Structured, voluminous","Modern, vintage-inspired",Play on proportions with corset and full skirt
1,Tanya Taylor,Fall 2023,Feminine,"Olive double-breasted blazer, matching wide-leg trousers","Yellow gloves, large hoop earrings, white pointed shoes","Tailored, relaxed","Chic, modern","Chain detail on blazer, monochromatic look"
2,Tanya Taylor,Fall 2023,Feminine,"Yellow textured sweater with feather details, brown leather pencil skirt","White sunglasses, white gloves, black pointed boots","Structured, layered","Eclectic, bold","Feather accents, contrasting textures"
3,Tanya Taylor,Fall 2023,Feminine,Gold and black patterned long-sleeve dress,"Statement earrings, black croc-embossed boots","Fitted, flowing","Elegant, dramatic","Metallic sheen, bold print"
1,Tanya Taylor,Fall 2023,Feminine,"Black dress with floral neckline, slit","Oversized sunglasses, black boots","Fitted, A-line","Chic, elegant",Floral detail adds contrast
2,Tanya Taylor,Fall 2023,Feminine,"Cream fringe jacket, black slit skirt, off-shoulder top, yellow skirt","Platform boots, earrings","Varied, layered","Eclectic, modern",Mix of textures and colors
3,Tanya Taylor,Fall 2023,Feminine,Floral print dress,Long mustard gloves,"Flowy, voluminous","Romantic, bohemian",Bold print with soft silhouette
