Look Number,Designer,Season,Gender Presentation,Garments,Accessories,Silhouette,Style Keywords,Notes
1,Nicholas K,Spring 2011,Masculine,"Brown leather jacket, gray shirt, olive cropped pants","Brown cap, aviator sunglasses, black boots","Relaxed, rugged","Military-inspired, casual",Layered look with rolled-up sleeves and pants
2,Nicholas K,Spring 2011,Feminine,"Brown leather jacket, gray wrap top, beige cropped pants","Gray cap, black boots","Relaxed, rugged","Military-inspired, casual",Layered look with rolled-up sleeves and pants
3,Nicholas K,Spring 2011,Feminine,"Brown crop top, striped wrap skirt, beige cropped pants","Aviator sunglasses, black boots","Relaxed, rugged","Military-inspired, casual",Layered look with asymmetric wrap skirt
1,Nicholas K,Spring 2011,Masculine,"Beige cardigan, brown tank top, beige shorts",Brown leather boots,"Relaxed, layered","Casual, earthy","Frayed edges, utilitarian details"
2,Nicholas K,Spring 2011,Feminine,"Beige hooded cardigan, white shirt, gray pants","Sunglasses, brown leather boots","Relaxed, layered","Casual, earthy","Hooded look, utilitarian vibe"
3,Nicholas K,Spring 2011,Feminine,"Beige cardigan, crop top, olive pants","Sunglasses, brown leather boots","Relaxed, layered","Casual, earthy","Midriff-baring, utilitarian feel"
1,Nicholas K,Spring 2011,Feminine,Tie-dye sleeveless dress,"Aviator sunglasses, brown lace-up boots","Loose, flowy","Casual, bohemian","Earthy tones, relaxed fit"
2,Nicholas K,Spring 2011,Masculine,"Olive parka, white shirt, knit shorts","Beret, black boots","Layered, relaxed","Urban, utilitarian","Mix of textures, military influence"
3,Nicholas K,Spring 2011,Feminine,Gray lace-up dress,"Brown beret, brown lace-up boots","Draped, relaxed","Casual, bohemian","Shoulder cutouts, earthy palette"
1,Nicholas K,Spring 2021,Androgynous,"Gray fringe jacket, black top, black pants",Gray crossbody bag,"Relaxed, layered","Bohemian, edgy","Fringe details, monochrome palette"
2,Nicholas K,Spring 2021,Feminine,Black strapless dress,Black arm cuffs,"Flowy, elongated","Minimalist, modern","Leather accents, sleek silhouette"
3,Nicholas K,Spring 2021,Androgynous,"White poncho top, white harem pants",,"Loose, draped","Bohemian, airy","Monochrome white, relaxed fit"
1,Nicholas K,Spring 2021,Feminine,"Black draped shawl, olive dress",Black face covering,"Loose, draped","Minimalist, avant-garde","Layered shawl, face covering"
2,Nicholas K,Spring 2021,Feminine,"Olive draped dress, black leather fringe jacket",Large hoop earrings,"Layered, flowing","Bohemian, edgy","Fringe details, deep V-neck"
3,Nicholas K,Spring 2021,Feminine,Olive draped dress,"Large hoop earrings, statement ring","Draped, relaxed","Effortless, chic","Gathered fabric detail, oversized hoops"
1,Nicholas K,Spring 2021,Feminine,"Olive green draped top, black skirt",Black belt bag,"Flowy, relaxed","Bohemian, earthy","Asymmetrical hem, monochrome"
2,Nicholas K,Spring 2021,Feminine,Olive green draped dress,Large hoop earrings,"Flowy, relaxed","Bohemian, earthy",Draped sleeve detail
3,Nicholas K,Spring 2021,Feminine,"Black sleeveless top, green leather skirt with fringe",Black cuff bracelets,"Layered, structured","Edgy, modern","Fringe detail, mixed materials"
1,Nicholas K,Spring 2015,Feminine,Green sleeveless dress,Layered black necklace,"Flowy, asymmetrical","Earthy, bohemian","Textured fabric, dark tones"
2,Nicholas K,Spring 2015,Feminine,"Green layered dress, black capri leggings","Headscarf, single earring","Layered, relaxed","Earthy, bohemian","Belted waist, rolled sleeves"
3,Nicholas K,Spring 2015,Feminine,"Green cropped jacket, green mini skirt","Headscarf, black belt bag","Boxy, fitted","Earthy, bohemian","Layered accessories, dark tones"
1,Nicholas K,Spring 2015,Feminine,"Olive hooded jacket, draped top, cropped pants","Round sunglasses, lace-up shoes","Relaxed, layered","Urban, utilitarian","Monochrome olive tones, hooded look"
2,Nicholas K,Spring 2015,Feminine,Brown draped jumpsuit,"Shoulder straps, lace-up shoes, long hair accessory","Loose, draped","Minimalist, earthy","Deep V-neck, structured shoulders"
3,Nicholas K,Spring 2015,Feminine,Silk draped dress,"Headscarf, leather belt, lace-up shoes","Flowy, draped","Nomadic, bohemian","Layered scarf, earthy tones"
1,Nicholas K,Spring 2015,Feminine,"Olive draped top, fringe skirt","Round sunglasses, lace-up sandals","Loose, layered","Bohemian, edgy","Fringe details, monochrome look"
2,Nicholas K,Spring 2015,Feminine,Dark green hooded dress,Lace-up sandals,"Flowy, draped","Bohemian, mysterious","Hooded design, cinched waist"
3,Nicholas K,Spring 2015,Feminine,"Olive jacket, shorts","Round sunglasses, lace-up sandals","Boxy, structured","Utilitarian, modern","Contrasting panels, belted waist"
1,Nicholas K,Spring 2013,Feminine,"Tan leather jacket, draped satin skirt",White round sunglasses,"Draped, layered","Futuristic, utilitarian","Hooded jacket, monochromatic palette"
2,Nicholas K,Spring 2013,Masculine,"Brown hooded jacket, layered knit top, cropped pants",None,"Relaxed, layered","Casual, earthy","Muted tones, relaxed fit"
3,Nicholas K,Spring 2013,Feminine,"Beige hooded sweatshirt, shorts, long coat",White round sunglasses,"Relaxed, layered","Casual, sporty","Layered hood, neutral tones"
1,Nicholas K,Spring 2013,Feminine,"Brown silk wrap top, matching shorts","White round sunglasses, brown headscarf","Relaxed, draped","Casual, earthy",Monochromatic look with layered textures
2,Nicholas K,Spring 2013,Feminine,Cream silk jumpsuit,"Brown headscarf, thin belt","Flowy, elongated","Effortless, light",Belted waist adds definition
3,Nicholas K,Spring 2013,Feminine,"Patterned top, brown silk pants","White round sunglasses, brown headscarf","Loose, layered","Bohemian, relaxed",Mix of prints and textures
1,Nicholas K,Spring 2013,Feminine,"Brown draped top, printed top, cargo pants","Headscarf, strappy sandals","Relaxed, layered","Earthy, bohemian","Casual layering, neutral tones"
2,Nicholas K,Spring 2013,Masculine,"Two-tone jacket, brown pants","Cap, slip-on shoes","Relaxed, utilitarian","Earthy, casual","Color-blocking, rolled cuffs"
3,Nicholas K,Spring 2013,Feminine,"Brown dress, olive jacket","Patterned headscarf, wedge sandals","Relaxed, layered","Earthy, bohemian","Layered textures, cinched waist"
