Look Number,Designer,Season,Gender Presentation,Garments,Accessories,Silhouette,Style Keywords,Notes
1,Rachel Comey,Spring 2023,Feminine,"Purple strapless top, purple pants","Black sandals, earrings","Relaxed, elongated","Casual, elegant","Monochrome, soft fabric"
2,Rachel Comey,Spring 2023,Feminine,Black textured dress,,"A-line, fitted","Chic, modern","Cut-out details, structured"
3,Rachel Comey,Spring 2023,Feminine,Black and white dress with textured skirt,Lace-up shoes,"Voluminous, fitted","Avant-garde, artistic","Layered textures, contrast"
1,Rachel Comey,Spring 2023,Feminine,Navy textured dress,Black sandals,"A-line, voluminous","Textured, bold",Strong shadow play
2,Rachel Comey,Spring 2023,Feminine,Purple jumpsuit,Earrings,"Relaxed, cinched waist","Casual, playful","Dynamic pose, shadow emphasis"
3,Rachel Comey,Spring 2023,Feminine,Embellished strapless dress,"Earrings, bangles, knee-high boots","Flowy, layered","Ornate, dramatic","Blurred motion, artistic lighting"
1,Rachel Comey,Spring 2023,Feminine,"Black off-shoulder top, embellished pants",Statement earrings,"Relaxed, asymmetrical","Edgy, artistic","Textured fabric, bold accessories"
2,Rachel Comey,Spring 2023,Feminine,"Patterned top, wide-leg denim pants",Gold perforated shoes,"Loose, casual","Eclectic, bohemian","Mix of textures, relaxed fit"
3,Rachel Comey,Spring 2023,Feminine,"Denim jacket, embellished peach skirt",Chain necklace,"Layered, flowing","Casual, chic","Contrasting materials, subtle embellishments"
1,Rachel Comey,Fall 2022,Masculine,"Corduroy jacket, denim jacket, button-up shirt",,"Layered, structured","Textured, casual",Mix of textures with corduroy and denim
2,Rachel Comey,Fall 2022,Masculine,"Denim coat, turtleneck, high-waisted jeans",Black tote bag,"Relaxed, oversized","Denim on denim, casual",Monochrome denim look with relaxed fit
3,Rachel Comey,Fall 2022,Feminine,"Knit cardigan, knit top, knit pants",Patterned tote bag,"Relaxed, cozy","Knitwear, casual",Monochrome knit set with contrasting bag
1,Rachel Comey,Fall 2022,Feminine,"Green oversized jacket, olive sweater, floral pants",Black boots,"Relaxed, layered","Eclectic, cozy","Mix of textures, floral pattern"
2,Rachel Comey,Fall 2022,Feminine,"Long leather coat, brown corduroy suit",Black belt,"Structured, elongated","Edgy, sophisticated","Contrast of materials, sleek lines"
3,Rachel Comey,Fall 2022,Feminine,Floral sweater dress,Black leather jacket,"Fitted, layered","Playful, bold","Floral pattern, oversized jacket"
1,Rachel Comey,Fall 2022,Masculine,"Black oversized coat, brown shirt, white t-shirt, orange textured pants",,"Relaxed, oversized","Layered, casual","Contrasting textures, muted colors"
2,Rachel Comey,Fall 2022,Masculine,"Blue denim jacket, blue denim pants",Brown knee-high boots,"Relaxed, utilitarian","Casual, workwear-inspired","Monochrome denim, sturdy boots"
3,Rachel Comey,Fall 2022,Masculine,"Blue denim coat, orange tunic, patterned pants","Black pointed shoes, rings","Layered, eclectic","Bohemian, artistic","Mix of patterns, bold colors"
1,Rachel Comey,Spring 2010,Feminine,"Gray patterned blouse, orange wide-leg pants","Brown belt, strappy sandals","Relaxed, flowy","Casual, artistic","Earthy tones, mixed patterns"
2,Rachel Comey,Spring 2010,Feminine,"Patterned cardigan, printed shirt, high-waisted shorts","Sunglasses, large bag, beige shoes","Fitted, casual","Eclectic, layered","Mix of prints, casual chic"
3,Rachel Comey,Spring 2010,Feminine,"Patterned crop top, beige wide-leg pants","Bracelet, ballet flats","Relaxed, high-waisted","Bohemian, summery","Contrasting textures, relaxed fit"
1,Rachel Comey,Spring 2010,Feminine,"Blue patterned top, orange shorts","Sunglasses, brown shoes","Relaxed, casual","Playful, summery","Knot detail on top, vibrant color contrast"
2,Rachel Comey,Spring 2010,Feminine,Plaid dress,"Belt bag, brown shoes","Draped, cinched waist","Rustic, casual","Plaid pattern, functional accessory"
3,Rachel Comey,Spring 2010,Feminine,"Plaid top, striped wide-leg pants",Brown shoes,"Loose, relaxed","Eclectic, layered","Mix of patterns, casual layering"
1,Rachel Comey,Spring 2010,Feminine,"Checked top, striped wide-leg pants","Sunglasses, platform sandals","Relaxed, casual","Retro, eclectic","Mix of patterns, casual elegance"
2,Rachel Comey,Spring 2010,Feminine,Rust-colored jumpsuit,"Bucket hat, sunglasses, platform sandals","Loose, comfortable","Casual, utilitarian","Earthy tones, functional design"
3,Rachel Comey,Spring 2010,Feminine,"Patterned top, striped jacket, bikini bottoms","Bucket hat, sunglasses, lace-up shoes","Casual, beach-ready","Bohemian, laid-back","Layered patterns, beachwear influence"
