Look Number,Designer,Season,Gender Presentation,Garments,Accessories,Silhouette,Style Keywords,Notes
1,Toga,Fall 2017,Androgynous,"Light blue suit, white shirt",Decorative brooches,"Tailored, flared","Eclectic, embellished","Floral embellishments, textured fabric"
2,Toga,Fall 2017,Feminine,"White sleeveless top, white trousers","Brown gloves, brown handbag","Asymmetrical, flowing","Minimalist, avant-garde","Cut-out details, structured top"
3,Toga,Fall 2017,Feminine,"Navy tunic, tan trousers","Red necklaces, black handbag","Straight, layered","Contemporary, mixed textures","Fur detail, bold accessories"
1,Toga,Fall 2017,Feminine,"White textured dress, navy pants","Black embellished glove, statement necklace","Asymmetrical, layered","Avant-garde, eclectic","Mixed textures, bold jewelry"
2,Toga,Fall 2017,Androgynous,"Tie-dye shirt, pink trousers","Brooches, embellished bracelet","Tailored, relaxed","Eclectic, modern","Graphic patterns, pastel tones"
3,Toga,Fall 2017,Feminine,"Blue tie-dye shirt, black jeans","Brooches, statement earrings, embellished bracelet","Casual, fitted","Bold, contemporary","Tie-dye print, intricate embellishments"
1,Toga,Fall 2017,Feminine,Printed sleeveless dress,Statement necklace,"Flowy, cinched waist","Artistic, bold","Colorful abstract print, cut-out details"
2,Toga,Fall 2017,Feminine,"White blouse, printed skirt","Brooch, black gloves",A-line,"Classic, elegant","Contrasting textures, floral brooch"
3,Toga,Fall 2017,Feminine,"White blouse, asymmetrical skirt, black pants",Brooch,"Layered, structured","Minimalist, modern","Asymmetrical layering, neutral tones"
1,Toga,Fall 2016,Feminine,"White top with graphic detail, cream wide-leg pants","Red handbag, black fur stole, statement earrings","Structured, voluminous","Eclectic, modern","Bold graphic on top, contrasting red accessories"
2,Toga,Fall 2016,Feminine,"Navy coat, gold metallic top","Black fur muff, graphic clutch, statement earrings","Tailored, sleek","Sophisticated, avant-garde","Gold metallic detail adds contrast, structured coat"
3,Toga,Fall 2016,Feminine,"Navy coat, striped shirt","Brown oversized bag, black fur stole, statement earrings","Tailored, layered","Classic, elegant","Fur stole adds texture, oversized bag for contrast"
1,Toga,Fall 2016,Feminine,"White graphic long-sleeve top, black wide-leg pants","Colorful belt bag, statement earrings","Relaxed, flowing","Artistic, casual","Graphic prints, bold accessories"
2,Toga,Fall 2016,Feminine,"White blouse, navy overall dress, fur jacket","Studded boots, statement earrings","Layered, structured","Eclectic, modern","Mix of textures, bold hardware"
3,Toga,Fall 2016,Feminine,"White coat with orange fur collar, brown top","Spotted clutch, statement earrings","Elegant, tailored","Chic, sophisticated","Contrasting colors, luxurious textures"
1,Toga,Fall 2016,Feminine,"Orange top, black pants","Fur stole, embellished belt, studded bag","Fitted top, straight-leg pants","Eclectic, layered","Mix of textures, bold accessories"
2,Toga,Fall 2016,Feminine,"Patterned sweater, brown wide-leg pants","Large hoop earrings, brown bag","Relaxed, oversized","Casual, artistic","Playful patterns, comfortable fit"
3,Toga,Fall 2016,Feminine,"Brown coat, white pants","Leather belt, graphic bag, fur muff","Structured coat, wide-leg pants","Sophisticated, tailored","Contrasting colors, artistic details"
1,Toga,Spring 2015,Feminine,"Beige trench coat, white crop top, blue jeans","Clear heels, statement earrings","Layered, relaxed","Eclectic, modern","Mix of textures, asymmetrical details"
2,Toga,Spring 2015,Feminine,"Black sheer coat, yellow crop top, black sheer pants","Clear heels, statement earrings","Flowy, sheer","Edgy, contemporary","Sheer layering, bold accessories"
3,Toga,Spring 2015,Feminine,"White crop top, black sheer skirt","Clear heels, silver cuff","Fitted, sleek","Minimalist, elegant","Sheer elements, structured top"
1,Toga,Spring 2015,Feminine,"Beige strapless dress, denim pants",Statement earrings,"Layered, fitted","Eclectic, modern","Sheer overlay, color block detail"
2,Toga,Spring 2015,Feminine,"Sheer black top with blue ruffles, denim pants","Statement earrings, keychain accessory","Straight, relaxed","Edgy, avant-garde","Sheer fabric, ruffle accents"
3,Toga,Spring 2015,Feminine,"Burgundy top with red ruffles, sheer pleated skirt",Statement earrings,"A-line, flowing","Romantic, bold","Contrasting textures, vibrant accents"
1,Toga,Spring 2015,Feminine,"Beige top with ruffle details, black and pleated sheer skirt",Statement earrings,"Flowy, asymmetrical","Ethereal, modern",Contrast of opaque and sheer fabrics
2,Toga,Spring 2015,Feminine,"Beige embellished top, black and cream skirt",Statement earrings,"Fitted, layered","Contemporary, artistic",Geometric embellishments add texture
3,Toga,Spring 2015,Feminine,"Off-shoulder top with ruffles, black shiny skirt with tulle",Statement earrings,"Structured, layered","Avant-garde, bold",Mix of textures with shiny and matte materials
