Look Number,Designer,Season,Gender Presentation,Garments,Accessories,Silhouette,Style Keywords,Notes
1,SC103,Fall 2022,Androgynous,"Burgundy and beige jacket, brown pants",White woven shoulder bag,"Relaxed, layered","Casual, utilitarian","Color-blocked jacket, textured bag"
2,SC103,Fall 2022,Feminine,"Plaid dress, metallic sleeves, gray pants",Wide belt,"Straight, layered","Eclectic, modern","Mix of textures, layered sleeves"
3,SC103,Fall 2022,Feminine,"Patchwork top, two-tone pants",,"Asymmetrical, relaxed","Avant-garde, artistic","Patchwork design, asymmetrical silhouette"
1,SC103,Fall 2022,Gender Neutral,"Patchwork sweater, two-tone pants","Orange earring, dangling earring","Fitted top, loose pants","Eclectic, deconstructed",Mix of textures and colors
2,SC103,Fall 2022,Gender Neutral,"Patchwork dress, long-sleeve top",Large shoulder bag,"Loose, layered","Artistic, patchwork","Colorful patchwork, casual sneakers"
3,SC103,Fall 2022,Gender Neutral,"Striped bomber jacket, drawstring pants",,"Relaxed, sporty","Sporty, vibrant","Bold color blocking, casual fit"
1,SC103,Fall 2022,Feminine,"Off-the-shoulder top, color-blocked pants",Large statement earrings,"Loose, voluminous","Eclectic, artistic","Layered textures, earthy tones"
2,SC103,Fall 2022,Feminine,"Denim top, striped pants",Woven leather bag,"Relaxed, casual","Urban, mixed patterns","Contrasting patterns, casual footwear"
3,SC103,Fall 2022,Feminine,"Sheer star top, green jacket, printed pants",Large statement earrings,"Layered, relaxed","Sporty, eclectic","Star motif, mixed textures"
1,SC103,Fall 2021,Androgynous,"Patchwork top, pleated pants",None,"Loose, layered","Eclectic, artistic",Mix of patterns and textures
2,SC103,Fall 2021,Masculine,"Knit top, leather pants",None,"Fitted, sleek","Edgy, modern","Textured knit, leather contrast"
3,SC103,Fall 2021,Androgynous,"Layered top, patchwork jeans",Belt,"Relaxed, structured","Casual, contemporary","Layered details, patchwork denim"
1,SC103,Fall 2021,Feminine,"Patchwork crop top, brown pants",None,"Fitted, asymmetrical","Deconstructed, layered","Exposed seams, cut-out details"
2,SC103,Fall 2021,Feminine,"Teal dress, patchwork sleeves",Leather and metal headpiece,"Straight, layered","Artisanal, eclectic","Intricate headpiece, patchwork design"
3,SC103,Fall 2021,Masculine,"Green t-shirt, white long-sleeve, blue drawstring pants",Textured shoulder accessory,"Relaxed, casual","Layered, casual","Textured shoulder detail, drawstring pants"
1,SC103,Fall 2021,Gender Neutral,"Olive green ruched top, brown layered skirt",Green socks,"Loose, layered","Avant-garde, textured","Mix of earth tones, asymmetrical design"
2,SC103,Fall 2021,Gender Neutral,"Patchwork leather top, open-knit poncho",None,"Boxy, oversized","Eclectic, artisanal","Bold patchwork, intricate knit"
3,SC103,Fall 2021,Gender Neutral,"Mesh knit top, patchwork pants",None,"Relaxed, draped","Bohemian, artistic","Textured layers, soft color palette"
