Look Number,Designer,Season,Gender Presentation,Garments,Accessories,Silhouette,Style Keywords,Notes
1,Kenneth Ize,Fall 2023,Masculine,"White crochet cardigan, white shorts","Green slides, silver clutch","Relaxed, flowing","Casual, beach-inspired","Fringe details, open front"
2,Kenneth Ize,Fall 2023,Feminine,"Red patterned blouse, tie-dye skirt",Patterned shoulder bag,"Fitted, straight","Bohemian, eclectic","Tie-dye effect, vibrant colors"
3,Kenneth Ize,Fall 2023,Masculine,"Blue tank top, red pants","Wide-brimmed hat, colorful fringed bag, green sandals","Relaxed, casual","Playful, colorful","Contrasting colors, bold accessories"
1,Kenneth Ize,Fall 2023,Masculine,"Striped cropped blazer, patterned shirt, red striped pants","Straw hat, patterned tie, small shoulder bag","Eclectic, layered","Bold, colorful, mixed patterns",Playful mix of patterns and textures
2,Kenneth Ize,Fall 2023,Masculine,"Blue sleeveless tunic, black flared pants","Wide-brimmed hat with blue ribbon, metallic clutch","Flowy, elongated","Monochrome, sleek",Contrasting colors with a statement hat
3,Kenneth Ize,Fall 2023,Masculine,"Patterned tunic, cropped pants","Layered ties, small clutch","Relaxed, traditional","Cultural, vibrant",Mix of traditional and modern elements
1,Kenneth Ize,Fall 2023,Gender Neutral,"Embroidered tunic, blue leggings","Patterned platform sandals, colorful bag","Relaxed, layered","Eclectic, street style",Mix of traditional and modern elements
2,Kenneth Ize,Fall 2023,Masculine,"Graphic t-shirt, white pants, checkered cape",Floral tote bag,"Casual, draped","Retro, casual",Incorporates pop culture references
3,Kenneth Ize,Fall 2023,Masculine,"Fringed top, distressed jeans",Red belt,"Relaxed, deconstructed","Grunge, urban",Fringe details add texture
1,Kenneth Ize,Spring 2022,Masculine,"Striped tunic, patterned pants",Striped shoulder bag,"Relaxed, layered","Colorful, eclectic","Mix of patterns, bold colors"
2,Kenneth Ize,Spring 2022,Feminine,"Striped top, striped pants",,"Straight, layered","Colorful, eclectic","Asymmetrical hem, mix of stripes"
3,Kenneth Ize,Spring 2022,Feminine,"Striped top with hood, pink fringe skirt",,"Straight, fitted","Bold, vibrant","Fringe details, contrasting colors"
1,Kenneth Ize,Spring 2021,Feminine,"Striped fringe dress, striped pants",Statement earrings,"Straight, fitted","Colorful, eclectic",Layered stripes with fringe detail
2,Kenneth Ize,Spring 2021,Feminine,"Striped blazer, green trousers",None,"Tailored, structured","Bold, vibrant",Belted waist with contrasting colors
3,Kenneth Ize,Spring 2021,Masculine,"Striped shirt, striped trousers",Chunky necklace,"Relaxed, loose","Playful, bold",Monochrome stripes with bright accents
1,Kenneth Ize,Spring 2021,Feminine,"Striped blazer, striped shorts",Red strappy sandals,"Relaxed, tailored","Colorful, bold","Vertical stripes, oversized blazer"
2,Kenneth Ize,Spring 2021,Masculine,"Striped sleeveless blazer, striped trousers","Ring, bracelet","Straight, relaxed","Playful, eclectic",Mix of vertical and horizontal stripes
3,Kenneth Ize,Spring 2021,Feminine,"Striped blazer, striped trousers",Red pointed heels,"Flared, tailored","Chic, vibrant","Contrasting stripes, flared pants"
1,Kenneth Ize,Spring 2021,Masculine,"Striped tank top, striped trousers",Necklace,"Relaxed, fluid","Colorful, vibrant",Mix of vertical and diagonal stripes
2,Kenneth Ize,Spring 2021,Feminine,Magenta blazer dress,Pink sandals,"Structured, tailored","Bold, chic","Strong shoulder, monochrome"
3,Kenneth Ize,Spring 2021,Feminine,"Striped dress with fringe, striped trousers",None,"Loose, layered","Eclectic, bohemian","Vibrant colors, fringe details"
